SMILES,LogS
c1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45,-9.1627
CC(C)CC(Br)C(=O)NC(C)C(=O)NC(C)C(=O)O,-1.43
O=[N+]([O-])c1ccc(-c2ccccc2)cc1O,-3.8557
CC1C(C=O)CC2CC1C2(C)C,-3.5580403929
Nc1cc(=O)nc(N)[nH]1,-1.378146596
CCc1ccc(C(=O)O)cc1,-2.52
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(O)cc4)CC3)cc2)c1=O,-4.8285219563999995
COS(C)(=O)=O,-0.0419214127999999
Brc1ccc(Br)c(Br)c1,-4.808
COc1ccc(/C=C/C(=O)OCCC(C)C)cc1,-5.4919252104
CCN1c2cc(Cl)ccc2NC(=O)c2cccnc21,-5.36
CNC(=O)Oc1cc(C)c(SC)c(C)c1,-3.9214
C1=CCCCC1,-2.7104664382
CN(C)C(CSS(=O)(=O)c1ccccc1)CSS(=O)(=O)c1ccccc1,-5.76
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,-8.32
CP(=O)(O)O,-0.6813
COc1ccc2cc(C(C)C(=O)OCC(O)CO)ccc2c1,-2.62
C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,-3.7665
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,-2.94
CCCCCCBr,-3.8078
CC(C)CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C,-6.869904941000001
CCCCc1c(C)[nH]c(NCC)nc1=O,-3.02
CC(C)OC(C)C,-1.5165927583
CCCCCCCCOCCCCCCCC,-6.3846168146
Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-9.12
CCOC(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,-7.2887340171
CC1(C)NC(=O)N(Cc2ccccc2)C1=O,-1.8
COC(C)=O,0.46
CCCCCCCCCCCCCCCCCCOCCCN(C)C,-6.852054029800001
OC1CCN2C1=Nc1ccccc1C2O,-2.07
CCCCCOC(=O)C(C)O,-1.2047
Brc1ccc(-c2ccc(Br)c(Br)c2Br)c(Br)c1Br,-7.7563
Clc1ccc2ccccc2c1Cl,-6.1611
O=C(O)CCCCCCCC(=O)O,-1.8944614494
Nc1cccc2nc3ccccc3cc12,-4.2219999999999995
c1ccc(COCc2ccccc2)cc1,-3.695
Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,-2.82
Nc1ccc(Cl)cc1[N+](=O)[O-],-2.5380000000000003
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-4.02
CCCCCCCC[Si](OCC)(OCC)OCC,-6.327740788400001
COC1=CCC2=C(CCC3C2CCC2(C)C(=O)CCC32)C1,-4.9798745042000006
O=Cc1ccc2c(c1)OCO2,-1.6324
C=CCc1ccc(O)c(O)c1,-0.7787
Nc1ccc2cccc(S(=O)(=O)O)c2c1,-2.54
C=CCCBr,-2.2473
O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)C1c1ccc2cccc(N3C(=O)c4c(Cl)c(Cl)c(Cl)c(Cl)c4C3=O)c2n1,-7.7273960926
NC(=O)NC(=O)C=CC(=O)O,-1.9202
CCCNc1nc(Cl)nc(NC(C)C)n1,-3.74
O=C(O)Cc1c[nH]c2ccccc12,-2.0674
Cc1cccc(O)c1,-0.662918503
CCN(CC)c1nc(Cl)nc(N(CC)CC)n1,-4.4112
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,-1.24
CCCC(C)CC(C)O,-1.8779
O=C(OCCCO)c1ccccc1,-1.2558
CCNCC(O)c1cccc(O)c1,-3.4541026398000003
FC(Cl)(Cl)Cl,-2.0965
O=[Co]O,-6.275970814500001
CCC1NC(=O)NC1=O,-0.06
O=C(Nc1cccc(Cl)c1)OCC#CCCl,-4.24
Nc1cccc2cccc(S(=O)(=O)O)c12,-3.07
CN(C)C(=O)NC[C@@]1(C)C[C@H](NC(=O)N(C)C)CC(C)(C)C1,-1.8938187529
Nc1ccccc1Cl,-1.3575741458
CNC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1C,-4.57
Cn1c(=O)ncc2[nH]c(=O)[nH]c21,-0.794
CC1CCCC(=O)C1,-1.8738
COc1ncnc2nccnc12,-1.113
C(=C/CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)\CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1,-7.025125554700001
CNC(=O)CSP(=S)(OC)OC,-0.9624
C=COCCCl,-2.3951
CCN(CC)C(C)COC(=O)c1ccc(N)cc1,-2.38
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1C,-8.9148440789
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,-3.1784471289
O=S1(=O)CCCO1,-0.0868756938
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,-5.54
O=Cc1ccc(O)c(O)c1,-1.3402
CCC(CC)O[N+](=O)[O-],-2.4522
COc1cccc(C(=O)NCO)c1,-1.29
C=CCOCC=C,-0.0206
O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,-5.0896861436
Cn1cnc2nc(Cl)nc(Cl)c21,-1.1522
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,-7.9503
CCCCCCCC1(CC)C(=O)NC(=O)NC1=O,-3.43
CCCC(C)CC1(CCO)C(=O)NC(=S)NC1=O,-3.09
CCCC(=O)OCSc1ncnc2[nH]cnc12,-2.69
CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C[C@H](C)[C@]4(C)[C@H]3CC[C@]12C,-5.0925589945
CCC(C)n1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,-2.76
CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC,-6.6005678007
CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,-5.816819421799999
O=C(OOC(=O)c1ccc(Cl)cc1Cl)c1ccc(Cl)cc1Cl,-8.2787650296
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,-8.49
Clc1ccc(-c2ccccc2)c(Cl)c1,-5.2878
CCC1(CC(C)=O)C(=O)NC(=O)NC1=O,-0.7661
CCCCCCCCCCCCCCCCCOC(=O)/C=C/C(=O)OCCCCCCCCCCCCCCCCC,-7.0740773653
CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,-7.2481955094
C=CC(O)CCC,-0.5993
I/C=C\I,-2.7813
O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)C1=Cc2ccccc2/C(=N/Nc2cc(Cl)ccc2Cl)C1=O,-7.461800321799999
C=CC1(C(C)C)C(=O)NC(=O)NC1=O,-1.71
CCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,-4.8493
O/N=C1/C=CCCC1,-0.7034
NC(=O)CC[C@H](N)C(=O)O,-0.5483114193999999
[Cs],0.255764198
CCc1cccs1,-2.5846
Clc1ccccc1-c1cc(Cl)c(Cl)c(Cl)c1,-6.9069
CCOC(=O)C(Cl)C(C)=O,-0.9859492465
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,-5.82
OCC(CBr)(CBr)CBr,-2.2261095189
C[C@@H](O)CCCC=O,-0.4629999999999999
CC(=O)/C=C/c1ccccc1,-2.050971343
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-4.57
C[C@H](NC(N)=O)C(=O)[O-],-0.9656
Cn1cc(C(N)=O)c(Nc2ccc(Br)cc2F)c(F)c1=O,-4.14
Cc1c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,-6.6262
C=COCCOCCOC=C,-1.0530702077
CCCCCC,-3.9441703352
Cc1coc2cc3oc(=O)c(N)cc3cc12,-5.08
c1ccc2c(c1)Cc1c-2ccc2ccccc12,-6.678
Cc1ccccc1C(=O)NNC(=O)c1ccncc1,-2.73
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,-4.6947
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(C(=O)O)c1ccccc1,-3.13
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-3.61
Sc1cnc2ncncc2n1,-2.71
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CCC2(O)C#CCO,-3.526033775
C=CCNC(N)=S,-0.294
Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,-8.25
O=C(O)CNC(Cc1ccccc1)C(=O)O,-2.16
CC(=O)Oc1ccccc1C(=O)OCC(=O)N1CCOCC1,-1.8
C#CC(C)(O)CC,0.0167319924
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.1930000000000005
CC1CCCC(C)(C)C1,-4.8532
Cc1csc(=S)n1CC(=O)O,-1.9632
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,-3.39
CCC(C)C(NC(C)=O)C(=O)O,-0.69
CCCCOCC(C)O,-0.4052379668
CS(=O)(=O)NS(=O)(=O)C1CCCCC1,-0.33
C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,-1.9005552518
O=C(O)C1(O)c2ccccc2-c2ccc(Cl)cc21,-4.1610000000000005
Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,-6.1366
CC(=O)Oc1ccc(C#N)cc1,-1.7990172934
CC(=O)OC/C=C(/C)CCC=C(C)C,-3.7549532157
CCOC(=O)C1=C(COCCN2C(=O)c3ccccc3C2=O)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,-4.5011269518
CC1(N)CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,-4.38
CCCC[Sn](CCCC)(CCCC)CCCC,-4.596065772
COc1ccc(C)cc1S(N)(=O)=O,-1.53
[Te],-4.875401753
CCCCCCCCCO,-3.0130118711
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-1.712
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,-1.8871
O=C(O)c1nc(Cl)ccc1Cl,-1.3884
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,-2.92
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-6.058168845700001
CC=C(C)C,-2.2331509446
CCCCOP(=O)(OC)OCCCC,-1.4995
CC(=O)N[C@@H](Cc1cc(Br)c(O)c(Br)c1)C(=O)O,-2.1830000000000003
CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,-6.1439
CCCOP(=O)(OCC)OCC,0.4063
CC(C)Oc1ccc([N+](=O)[O-])cc1N,-2.66
CCOC(=O)/C(=N/Nc1ccc([N+](=O)[O-])cc1)C(=O)c1nn2c(nc(=O)c3ccccc32)s1,-2.2216330999
CCCCCCCCCCN1CCCCC1,-1.53
CNC(=O)Oc1cccc(C)c1,-1.803
COC(=O)n1cnc2c1c(=O)n(C)c(=O)n2C,-1.24
NCCc1ccc(O)cc1,-1.1161078312
CCCCCCCC/C=C\CCCCCCCC1=NCCN1CCO,-3.8458307588
CC(C)=CCCC(C)CCOC=O,-4.0559608323
Clc1ccc(C(Cn2ccnc2)OCc2cc(Cl)ccc2Cl)c(Cl)c1,-3.54
CCSC(=S)N[C@@H](CC(=O)O)C(=O)O,-1.3863
Sc1ccccc1Cl,-1.7800351331
C#CC(C)OC(=O)Nc1cccc(Cl)c1,-2.6172
COP(=S)(OC)SCC(=O)N(C)C=O,-1.9954
CCCC(Br)(CCC)C(N)=O,-1.8281
NC(Cc1[nH]nc2ccccc12)C(=O)O,-1.4091
COC(C)(C)CC(C)=O,0.3326
CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC,-4.1009
O=C(O)C(=O)O,0.0790172102
O=c1c2cc3[nH]c4c(Cl)cccc4c(=O)c3cc2[nH]c2c(Cl)cccc12,-6.4573217576
C#CCOC(=O)[C@@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,-4.9417
Clc1ccc(Cl)c(-c2c(Cl)cccc2Cl)c1,-6.8
CC(C)(C)C(C)(C)O,-0.723
c1ccc2c(c1)ccc1[nH]c3ccc4ccccc4c3c12,-6.6277
c1ccc(COc2ccc3ccccc3c2)cc1,-6.4776739787
CC(=O)Oc1ccccc1,-1.3735951622999998
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,-2.5
C/C=C\CC,-2.5384
CCCC(C)(COC(N)=O)COC(N)=O,-1.74
CCC(C)C=O,-0.8212312637000001
Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,-1.16
Cc1cc(O)c(Cc2ccccc2)c(C)c1Cl,-4.3009
CC(=O)C=C(C)C,-0.560826234
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,-3.56
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,-4.02
CC(C)C1CCC(=NO)C(=NO)C1,-2.3903
COCc1ccc(-c2ccc(COC)cc2)cc1,-4.0023686333
C=CCCCCCC,-4.4373
O=C1Cc2cc(CCCl)c(Cl)cc2N1,-4.7775740697
CC(Sc1ccccc1)S(=O)(=O)O,-0.49
CCOC(=O)C(c1c(O)oc2ccccc2c1=O)c1c(O)oc2ccccc2c1=O,-3.4264
CC(=O)C(N=Nc1ccccc1C(=O)O)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,-7.330901470700001
CCC(C)C(C)(COC(N)=O)COC(N)=O,-2.366
CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1O,-2.5604043774000003
O=Nc1c(O)ccc2ccccc12,-2.9374
Cc1ccc(S(C)(=O)=O)cc1,-1.9873
N#Cc1ccccc1C#N,-2.38
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,-1.8861
CC(=O)O[C@@H]1CCCC[C@@H]1C(C)(C)C,-4.2973358545
O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,-3.853
Cc1ccc([N+](=O)[O-])c(O)c1,-2.7505
CC(=O)CC(=O)c1ccccc1,-2.6268
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,-2.9384
c1ccc2c3c(ccc2c1)Nc1ccc2ccccc2c1S3,-6.8786
CON(C)C(=O)Nc1ccc(Br)cc1,-2.895
CCC(C)OC(C)=O,-1.2727
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-4.1488
CC(=O)OC(C)C#N,0.2475
O=C(O)/C=C/c1cccc(Br)c1,-2.636
CC12CCC3C(CCC4CCCCC43C)C1CCC2=O,-6.7
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,-1.8
CCCCCCN,-1.1
COCC(C)N(C(=O)CCl)c1c(C)csc1C,-2.3614
O=C(Nc1ccc(Cl)cc1C(O)c1ccccc1)c1ccncc1,-5.5299
CCC(C)O,0.3877
c1ccc2c(c1)[nH]c1cnccc12,-3.73
Clc1cc(Cl)c(Oc2ccccc2Cl)cc1Cl,-7.0
Oc1cc(O)cc(O)c1,-1.05
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.8603775493
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-2.74
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)C(CO)CO)CCC12,-4.25
O=S1(=O)OC2(c3cc(O)ccc3Oc3ccc(O)cc32)c2ccccc21,-3.5
CC(=O)OC/C=C(\C)CCC=C(C)C,-3.8305001771
Clc1cc(Cl)c(-c2ccccc2)cc1Cl,-6.27
O=Cc1ccccc1Cl,-1.9805722205
Cc1ccc(NCCO)c([N+](=O)[O-])c1,-2.7474051676
CCCCCC(=O)NNC(=O)c1ccncc1,-1.24
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl,-8.8498
CC=Cc1ccc(O)c(O)c1,-1.3505
CC(C)CCCCCC(=O)NCCCCCC(=O)O,-2.7708536118
CC1(C)CCC2(CCC(C)(C)O2)O1,-1.9644
CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,-2.23
CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,-3.875
COc1ccc(NCC(O)CO)cc1,-0.295
CC(=O)OC(C)(C)C1CCC(C)C2=C(C1)C(C)CC2,-5.022602512200001
CCC1(c2ccccc2)NC(=O)NC1=O,-2.64
O=C(C(Cl)Cl)N(CCO)Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,-5.1241
C=CC(=O)OCCCCCCCC(C)C,-5.1999126975
Clc1ccccc1-c1ccccc1,-4.5917
CCCC(N)=O,0.2721
O=C(O)c1cncc(C(=O)O)c1,-2.2230000000000003
O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,-6.2534935167
CCc1ccccc1NC(C)=O,-1.5906
CC(CO)C1CCCCCCCCCCC1,-5.451794108500001
Cc1ccc([N+](=O)[O-])cc1C,-3.1794512484
O=C(O)C1CN2CCC1CC2C(O)c1ccnc2ccccc12,-1.94
CC(=N/O)/C(C)=N/O,-2.16
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,-2.7494
c1ccc(CCNCc2ccccc2)cc1,-2.7229
COC(=O)c1cc(CCc2cc(OC)ccc2OC)ccc1O,-6.39
CCCCCCCCCCCC(=O)O,-4.6195835711
CCCCCCCCCCCCCC,-7.456
CNC(=O)Oc1ccccc1OC(C)C,-2.0512
Nc1ccc2ccccc2c1,-2.8795
CC(C)(C)c1ccc(OC(=O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C2C(=O)Oc3ccc(C(C)(C)C)cc32)c1,-8.848512616699999
O=[N+](O)OCCCCCCO[N+](=O)O,-2.77
CCCCC(O)CN(/N=C\c1ccc([N+](=O)[O-])o1)C(N)=O,-3.5716
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,-2.79
CN(C(=O)N(C)c1ccccc1)c1ccccc1,-3.4975575811
O=C(OCCCc1ccccc1)c1ccccc1,-4.8009737888
O=S(=O)(O)c1ncc[nH]1,-0.3
CCCCCCC(CC=CCCCCCCCC(=O)O)OS(=O)(=O)O,-0.5781
OC(=S)c1cccnc1,-1.3801
Nc1ccc(S(=O)(=O)Nc2ccc(Cl)c(Cl)c2)cc1,-4.94
O=C(Nc1cc(Cl)c(NC(=O)C2=Cc3ccccc3/C(=N\Nc3cc(Cl)ccc3Cl)C2=O)cc1Cl)C1=Cc2ccccc2/C(=N/Nc2cc(Cl)ccc2Cl)C1=O,-8.1508681249
CCCCOC(=O)CCC(=O)OCCCC,-3.0006
Clc1ccc(Oc2ccc(Cl)c(Cl)c2)c(Cl)c1,-7.0
CC[Si](CC)(CC)CC,-5.6475
Nc1cccc(Cl)c1Cl,-2.1303847013
CC(C)OP(=O)(OC(C)C)SCc1ccccc1,-2.8579
O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,-5.0237764060000005
Cc1ccc(-c2ccccc2)cc1,-4.6185
O=C1OC(=O)c2ccccc21,-1.3644249332
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-2.639897679
CCCCC(CCCC)(CCCC)C(=O)NO,-4.16
CCN(CC)C(=O)COC(=O)c1ccccc1OC(C)=O,-2.11
CC12CCC(C(O)C1=O)C2(C)C,-0.9249
CC(=O)OCn1cc2c(=O)n(COC(C)=O)cnc2n1,-1.99
CC(C)C(=O)OCCOc1ccccc1,-3.0263435366
COc1nc(NC(C)C)nc(NC(C)C)n1,-2.56
Cc1cc(C(C)(C)C)c(O)c(C)c1Cn1c(=O)n(Cc2c(C)cc(C(C)(C)C)c(O)c2C)c(=O)n(Cc2c(C)cc(C(C)(C)C)c(O)c2C)c1=O,-7.5440264742
O=C(O)/C=C/C(=O)O,-1.2196294277
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,-7.0
CN(C)C(=S)SC(=S)N(C)C,-2.8302990647
CCCC(C)O[N+](=O)[O-],-2.4809
Cc1c2cc(Cl)ccc2cc2c1ccc1ccccc12,-7.44
CCCC(=O)OC(C)C1CCCCC1,-3.9207588975
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,-8.56
CCN(CC)C(=O)COC(=O)c1ccccc1O,-2.56
C=CC(C)(CCC=C(C)C)OC(C)=O,-3.8157769203
N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,-6.2264
Clc1cc(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,-8.775
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(=O)O,0.2124
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCC(N)c1ccccn1,-3.4
CCCCCCCCCCCC(=O)OCC(O)[C@H]1OC[C@@H](O)[C@@H]1O,-5.0625368604
Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1,-7.76
Cc1nc2c(c(=O)n(C)c(=O)n2C)n1C,-1.4493
CCCCNC(=O)NS(=O)(=O)c1ccccc1,-3.05
NC(=O)OCC1CSC2(CCCCC2)S1,-3.52
[C-]#[O+],-2.9287991689
CCCCn1c(O)c(C#N)c(C)cc1=O,-2.2729907436000003
CCCCCCOC(=O)c1cccnc1,-2.6538
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,-1.5219999999999998
NC(CO)C(=O)NC(CO)C(=O)O,-0.5847
COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,-2.9792447783999996
CCC1CO1,0.080542298
CCC(=O)OCn1cnc2c1c(=O)n(C)c(=O)n2C,-2.3
CCCCOC(=O)/C=C\C(=O)OCCCC,-3.1280341619
CCC(CC)C(=O)O,-0.8098
CN(C)c1ccc(C=O)cc1,-2.2827688499
CCOP(=S)(OCC)OCCSCC,-3.634
COc1cnc2ncncc2n1,-1.14
Cc1cc(C)c(Nc2ccc(Nc3c(C)cc(C)cc3C)c3c2C(=O)c2ccccc2C3=O)c(C)c1,-7.8250730454
CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3s2)cc1,-5.67
Clc1ccc(Oc2ccccc2)c(Cl)c1,-4.6304
CCN(CCOC(C)OCC(C)C)c1ccc(N=Nc2ccccc2)cc1,-7.0905037661
Cc1ccc(C(=O)O)cc1[N+](=O)[O-],-2.8480980227
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,-1.3247
CC(C)OC(C)(C)C,-2.3662
O=Cc1cccc([N+](=O)[O-])c1,-1.98
CC(C)C(O)C(C)(C)CO,-0.6667259261999999
Cc1cc(O)ccc1OP(=O)(Oc1cc(O)ccc1C)Oc1c(C)cccc1O,-6.7
CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br,-8.4024
S=C=Nc1ccc2ccccc2c1Br,-4.32
Cc1cccc(Nc2ccccc2C(=O)O)c1,-5.06
NC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,-5.32
COc1ccc2c3c1CCCC3CN(C(=N)N)C2,-1.22
COc1ccc(CCNC(=O)CNc2cccc(C(N)=O)c2)cc1OC,-2.69
COCC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.66
C=Cc1cc(Br)ccc1Br,-4.5787304077
S=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,-6.9546943469
CC(O)C(C)(C)C,-0.6238
Cc1cc(C)c(N)cc1C,-1.9549
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-2.8846
COc1cc(/C=C/C(=O)O)cc(OC)c1OC,-2.8304701939999997
C1=C\CC/C=C\CC/1,-2.9659771733
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,-3.3682
COP(=S)(NC(C)C)Oc1ccc(Cl)cc1Cl,-4.7982
Clc1cc(-c2ccc(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,-9.1
CC1CCCCC1,-3.8459348013
Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1Cl,-4.91
Nc1cnc2cncnc2n1,-2.31
CCCCc1c(C)[nH]c(N(C)C)nc1=O,-2.2416
CS(=O)(=O)NS(C)(=O)=O,0.0402
c1cnc2c(c1)ccc1cccnc12,-1.826
O=P12OB(O1)O2,-2.8690757363999997
O=C(O)c1cccc2cccc([N+](=O)[O-])c12,-2.7501
Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1,-8.06
c1ccc(NNc2ccccc2)cc1,-2.9210000000000003
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-5.0917
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1cccc([N+](=O)[O-])c1,-2.67
O=C(O)[C@H](O)c1ccccc1Cl,-0.4390279004999999
O=C(O)CN(CC(=O)O)CC(=O)O,-0.5101
CC(Cl)(Cl)[N+](=O)[O-],-1.7603
C=C(C)C(=O)OC(C)CO,-0.0449315461
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,-6.69
C=CC(=C)CCCC(C)(C)OC(C)=O,-3.5974164985000003
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CO,-3.3
O=C(c1ccccc1O)N1CCOCC1,-1.7037
CCN(CC)C(=O)C(C)OC(=O)c1ccccc1,-2.28
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,-7.65
Cc1ccc(O)c(C)c1,-1.1909999999999998
Cc1cc2[nH]c(=O)[nH]c2cc1N,-1.9771384819
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-4.5526
Clc1ccc(-c2ccccc2)cc1Cl,-6.3899
CC1(C)OCC(COC(=O)c2ccccc2C(=O)O)O1,-1.23
CCCCN(CCCC)CCCC,-3.1157
C=CC(=C)Cl,-2.5509254551
CC(C)CC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,-1.58
CCC1C(N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,-3.91
Oc1ccc2c(c1)CCC2,-1.3285
COc1ccc2cc(C(C)C(=O)OC(C)C)ccc2c1,-5.48
O=[N+]([O-])C(Cl)([N+](=O)[O-])[N+](=O)[O-],-1.9259
OCc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.1467
O=C(O)c1cc([N+](=O)[O-])ccc1O,-2.2627334080000003
CC(C)=CCC[C@@H](C)CC=O,-3.2437509469999997
