Feature_1,Category_1,Feature_2,Category_2,Correlation,Abs_Correlation
AUTOCORR2D_12,TOPOLOGICAL,Kappa1,TOPOLOGICAL,0.9128985697309745,0.9128985697309745
AUTOCORR2D_17,TOPOLOGICAL,AUTOCORR2D_37,TOPOLOGICAL,0.912806257130156,0.912806257130156
AUTOCORR2D_165,TOPOLOGICAL,AUTOCORR2D_181,TOPOLOGICAL,0.9127515019949435,0.9127515019949435
AUTOCORR2D_5,TOPOLOGICAL,AUTOCORR2D_11,TOPOLOGICAL,0.9127401413539238,0.9127401413539238
AUTOCORR2D_2,TOPOLOGICAL,AUTOCORR2D_18,TOPOLOGICAL,0.9126974356863743,0.9126974356863743
AUTOCORR2D_15,TOPOLOGICAL,AUTOCORR2D_63,TOPOLOGICAL,0.9126442429027836,0.9126442429027836
AUTOCORR2D_29,TOPOLOGICAL,Chi1v,TOPOLOGICAL,0.9126184946045987,0.9126184946045987
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_20,TOPOLOGICAL,0.9125838092189409,0.9125838092189409
AUTOCORR2D_9,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9125698642180536,0.9125698642180536
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_17,TOPOLOGICAL,0.912506062111203,0.912506062111203
AUTOCORR2D_9,TOPOLOGICAL,BertzCT,TOPOLOGICAL,0.9124759132410236,0.9124759132410236
AUTOCORR2D_150,TOPOLOGICAL,AUTOCORR2D_158,TOPOLOGICAL,0.9123912826157584,0.9123912826157584
AUTOCORR2D_6,TOPOLOGICAL,AUTOCORR2D_70,TOPOLOGICAL,0.9123515689849759,0.9123515689849759
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_18,TOPOLOGICAL,0.9122910958711155,0.9122910958711155
AUTOCORR2D_60,TOPOLOGICAL,AUTOCORR2D_68,TOPOLOGICAL,0.9122406154951536,0.9122406154951536
NumValenceElectrons,COMPOSITIONAL,AUTOCORR2D_10,TOPOLOGICAL,0.9121870895176216,0.9121870895176216
AUTOCORR2D_5,TOPOLOGICAL,AUTOCORR2D_8,TOPOLOGICAL,0.9120915792921012,0.9120915792921012
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_17,TOPOLOGICAL,0.9120764793246672,0.9120764793246672
AUTOCORR2D_27,TOPOLOGICAL,mose_path5,TOPOLOGICAL,0.9120492800979425,0.9120492800979425
AUTOCORR2D_25,TOPOLOGICAL,Chi4v,TOPOLOGICAL,0.912035997420452,0.912035997420452
AUTOCORR2D_32,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9119934540894866,0.9119934540894866
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_10,TOPOLOGICAL,0.9117435764949735,0.9117435764949735
AUTOCORR2D_21,TOPOLOGICAL,AUTOCORR2D_45,TOPOLOGICAL,0.9117028908655085,0.9117028908655085
AUTOCORR2D_17,TOPOLOGICAL,AUTOCORR2D_28,TOPOLOGICAL,0.911678764112269,0.911678764112269
AUTOCORR2D_15,TOPOLOGICAL,AUTOCORR2D_79,TOPOLOGICAL,0.9116668539699875,0.9116668539699875
AUTOCORR2D_14,TOPOLOGICAL,AUTOCORR2D_16,TOPOLOGICAL,0.9114972921709631,0.9114972921709631
MolWt,COMPOSITIONAL,AUTOCORR2D_17,TOPOLOGICAL,0.9114844689872351,0.9114844689872351
AUTOCORR2D_12,TOPOLOGICAL,AUTOCORR2D_25,TOPOLOGICAL,0.9114684421392977,0.9114684421392977
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_11,TOPOLOGICAL,0.9114631478080206,0.9114631478080206
AUTOCORR2D_22,TOPOLOGICAL,AUTOCORR2D_95,TOPOLOGICAL,0.9113512663122636,0.9113512663122636
AUTOCORR2D_25,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9113006304175896,0.9113006304175896
MolWt,COMPOSITIONAL,AUTOCORR2D_20,TOPOLOGICAL,0.9112028646679342,0.9112028646679342
NumValenceElectrons,COMPOSITIONAL,AUTOCORR2D_34,TOPOLOGICAL,0.9112005750777894,0.9112005750777894
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_26,TOPOLOGICAL,0.9112002833599395,0.9112002833599395
AUTOCORR2D_59,TOPOLOGICAL,AUTOCORR2D_60,TOPOLOGICAL,0.9110783341818119,0.9110783341818119
MolWt,COMPOSITIONAL,AUTOCORR2D_26,TOPOLOGICAL,0.9109904476387244,0.9109904476387244
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_13,TOPOLOGICAL,0.9109106874148827,0.9109106874148827
AUTOCORR2D_10,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9108296757161018,0.9108296757161018
AUTOCORR2D_40,TOPOLOGICAL,AUTOCORR2D_41,TOPOLOGICAL,0.9107699299035199,0.9107699299035199
AUTOCORR2D_14,TOPOLOGICAL,Kappa1,TOPOLOGICAL,0.9107455675237697,0.9107455675237697
AUTOCORR2D_149,TOPOLOGICAL,AUTOCORR2D_173,TOPOLOGICAL,0.9107368969457685,0.9107368969457685
AUTOCORR2D_30,TOPOLOGICAL,Chi0n,TOPOLOGICAL,0.9107239217213039,0.9107239217213039
AUTOCORR2D_32,TOPOLOGICAL,AUTOCORR2D_38,TOPOLOGICAL,0.9106511319255172,0.9106511319255172
AUTOCORR2D_92,TOPOLOGICAL,AUTOCORR2D_93,TOPOLOGICAL,0.9104816094977436,0.9104816094977436
AUTOCORR2D_29,TOPOLOGICAL,Chi1n,TOPOLOGICAL,0.9104422218922892,0.9104422218922892
AUTOCORR2D_6,TOPOLOGICAL,Chi0,TOPOLOGICAL,0.9104120930737712,0.9104120930737712
AUTOCORR2D_22,TOPOLOGICAL,AUTOCORR2D_70,TOPOLOGICAL,0.9102910712810179,0.9102910712810179
AUTOCORR2D_20,TOPOLOGICAL,abraham_E,ENERGETIC,0.9101441864826578,0.9101441864826578
AUTOCORR2D_18,TOPOLOGICAL,BertzCT,TOPOLOGICAL,0.9101003301378623,0.9101003301378623
AUTOCORR2D_26,TOPOLOGICAL,AUTOCORR2D_32,TOPOLOGICAL,0.9100366113077292,0.9100366113077292
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_8,TOPOLOGICAL,0.9099388671262555,0.9099388671262555
AUTOCORR2D_1,TOPOLOGICAL,AUTOCORR2D_17,TOPOLOGICAL,0.9098460191772534,0.9098460191772534
total_atoms,COMPOSITIONAL,AUTOCORR2D_6,TOPOLOGICAL,0.9098048454037789,0.9098048454037789
HeavyAtomCount,COMPOSITIONAL,AUTOCORR2D_6,TOPOLOGICAL,0.9098048141113267,0.9098048141113267
Chi2n,TOPOLOGICAL,abraham_E,ENERGETIC,0.9097773794766187,0.9097773794766187
AUTOCORR2D_26,TOPOLOGICAL,Chi1,TOPOLOGICAL,0.9096920341206604,0.9096920341206604
AUTOCORR2D_57,TOPOLOGICAL,AUTOCORR2D_81,TOPOLOGICAL,0.9096847870803898,0.9096847870803898
total_atoms,COMPOSITIONAL,AUTOCORR2D_25,TOPOLOGICAL,0.9096516913713601,0.9096516913713601
HeavyAtomCount,COMPOSITIONAL,AUTOCORR2D_25,TOPOLOGICAL,0.909651099951637,0.909651099951637
MolWt,COMPOSITIONAL,AUTOCORR2D_13,TOPOLOGICAL,0.9095846356873577,0.9095846356873577
AUTOCORR2D_8,TOPOLOGICAL,AUTOCORR2D_30,TOPOLOGICAL,0.9095832245711004,0.9095832245711004
AUTOCORR2D_8,TOPOLOGICAL,AUTOCORR2D_14,TOPOLOGICAL,0.9094890931809613,0.9094890931809613
AUTOCORR2D_22,TOPOLOGICAL,AUTOCORR2D_86,TOPOLOGICAL,0.9094771933261078,0.9094771933261078
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_36,TOPOLOGICAL,0.9094487613915213,0.9094487613915213
AUTOCORR2D_22,TOPOLOGICAL,AUTOCORR2D_32,TOPOLOGICAL,0.90935346458831,0.90935346458831
AUTOCORR2D_28,TOPOLOGICAL,Chi1n,TOPOLOGICAL,0.9093383532394127,0.9093383532394127
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_13,TOPOLOGICAL,0.9092615986377607,0.9092615986377607
AUTOCORR2D_37,TOPOLOGICAL,AUTOCORR2D_45,TOPOLOGICAL,0.9092236129652711,0.9092236129652711
AUTOCORR2D_38,TOPOLOGICAL,Chi0n,TOPOLOGICAL,0.9091685128045615,0.9091685128045615
AUTOCORR2D_6,TOPOLOGICAL,Chi1,TOPOLOGICAL,0.9091067042521223,0.9091067042521223
AUTOCORR2D_22,TOPOLOGICAL,Kappa1,TOPOLOGICAL,0.9090453527083642,0.9090453527083642
AUTOCORR2D_26,TOPOLOGICAL,Chi4v,TOPOLOGICAL,0.9089955984553727,0.9089955984553727
AUTOCORR2D_38,TOPOLOGICAL,AUTOCORR2D_86,TOPOLOGICAL,0.9089795030430792,0.9089795030430792
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_32,TOPOLOGICAL,0.9089643131372499,0.9089643131372499
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_10,TOPOLOGICAL,0.9088689423081302,0.9088689423081302
AUTOCORR2D_20,TOPOLOGICAL,Chi0n,TOPOLOGICAL,0.9087622310668833,0.9087622310668833
AUTOCORR2D_5,TOPOLOGICAL,abraham_E,ENERGETIC,0.9087125412704785,0.9087125412704785
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_9,TOPOLOGICAL,0.9086108307605499,0.9086108307605499
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_21,TOPOLOGICAL,0.908563407200964,0.908563407200964
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_29,TOPOLOGICAL,0.9082727113525022,0.9082727113525022
MolWt,COMPOSITIONAL,AUTOCORR2D_10,TOPOLOGICAL,0.9082188167599865,0.9082188167599865
AUTOCORR2D_51,TOPOLOGICAL,AUTOCORR2D_52,TOPOLOGICAL,0.908195013478438,0.908195013478438
AUTOCORR2D_5,TOPOLOGICAL,Kappa1,TOPOLOGICAL,0.9081240824209028,0.9081240824209028
AUTOCORR2D_36,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9080942360242861,0.9080942360242861
AUTOCORR2D_46,TOPOLOGICAL,AUTOCORR2D_47,TOPOLOGICAL,0.9080938697017382,0.9080938697017382
AUTOCORR2D_38,TOPOLOGICAL,Kappa1,TOPOLOGICAL,0.908053788941323,0.908053788941323
MolWt,COMPOSITIONAL,AUTOCORR2D_36,TOPOLOGICAL,0.9079952734173921,0.9079952734173921
AUTOCORR2D_20,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9079757984068534,0.9079757984068534
MolWt,COMPOSITIONAL,AUTOCORR2D_9,TOPOLOGICAL,0.9079445949038703,0.9079445949038703
AUTOCORR2D_152,TOPOLOGICAL,AUTOCORR2D_176,TOPOLOGICAL,0.9076538614577265,0.9076538614577265
AUTOCORR2D_112,TOPOLOGICAL,AUTOCORR2D_160,TOPOLOGICAL,-0.9076183953489512,0.9076183953489512
Chi0v,TOPOLOGICAL,abraham_V,ENERGETIC,0.9075984428425812,0.9075984428425812
num_C,COMPOSITIONAL,HeavyAtomCount,COMPOSITIONAL,0.9075258065043867,0.9075258065043867
num_C,COMPOSITIONAL,total_atoms,COMPOSITIONAL,0.907525280752347,0.907525280752347
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_26,TOPOLOGICAL,0.9074805814820512,0.9074805814820512
AUTOCORR2D_6,TOPOLOGICAL,AUTOCORR2D_12,TOPOLOGICAL,0.9074175819395696,0.9074175819395696
Kappa1,TOPOLOGICAL,abraham_V,ENERGETIC,0.9073318758844738,0.9073318758844738
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_32,TOPOLOGICAL,0.9073053386622973,0.9073053386622973
AUTOCORR2D_25,TOPOLOGICAL,AUTOCORR2D_32,TOPOLOGICAL,0.9073016053180141,0.9073016053180141
ExactMolWt,COMPOSITIONAL,mose_path3,TOPOLOGICAL,0.9072708648564146,0.9072708648564146
AUTOCORR2D_33,TOPOLOGICAL,AUTOCORR2D_37,TOPOLOGICAL,0.9072035028580776,0.9072035028580776
NumValenceElectrons,COMPOSITIONAL,AUTOCORR2D_6,TOPOLOGICAL,0.9071739232377285,0.9071739232377285
MolWt,COMPOSITIONAL,AUTOCORR2D_29,TOPOLOGICAL,0.9071662081877117,0.9071662081877117
AUTOCORR2D_6,TOPOLOGICAL,AUTOCORR2D_28,TOPOLOGICAL,0.9071301439942593,0.9071301439942593
AUTOCORR2D_58,TOPOLOGICAL,AUTOCORR2D_75,TOPOLOGICAL,0.9071178103402063,0.9071178103402063
MolWt,COMPOSITIONAL,AUTOCORR2D_21,TOPOLOGICAL,0.9070973980922705,0.9070973980922705
AUTOCORR2D_5,TOPOLOGICAL,AUTOCORR2D_45,TOPOLOGICAL,0.906985728179123,0.906985728179123
AUTOCORR2D_4,TOPOLOGICAL,Chi1,TOPOLOGICAL,0.9068498590790289,0.9068498590790289
AUTOCORR2D_105,TOPOLOGICAL,AUTOCORR2D_129,TOPOLOGICAL,0.906819865116075,0.906819865116075
AUTOCORR2D_70,TOPOLOGICAL,AUTOCORR2D_71,TOPOLOGICAL,0.9068002029065899,0.9068002029065899
AUTOCORR2D_0,TOPOLOGICAL,AUTOCORR2D_17,TOPOLOGICAL,0.9067768624668678,0.9067768624668678
AUTOCORR2D_37,TOPOLOGICAL,mose_path3,TOPOLOGICAL,0.9067553167759504,0.9067553167759504
AUTOCORR2D_5,TOPOLOGICAL,AUTOCORR2D_27,TOPOLOGICAL,0.9066673157772644,0.9066673157772644
AUTOCORR2D_119,TOPOLOGICAL,AUTOCORR2D_135,TOPOLOGICAL,0.9065168853045528,0.9065168853045528
AUTOCORR2D_13,TOPOLOGICAL,Chi1v,TOPOLOGICAL,0.9064935388756181,0.9064935388756181
HeavyAtomCount,COMPOSITIONAL,Chi2n,TOPOLOGICAL,0.9064929583402083,0.9064929583402083
total_atoms,COMPOSITIONAL,Chi2n,TOPOLOGICAL,0.906492414800099,0.906492414800099
AUTOCORR2D_22,TOPOLOGICAL,Chi0n,TOPOLOGICAL,0.9062913888018556,0.9062913888018556
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_25,TOPOLOGICAL,0.9062237402294158,0.9062237402294158
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_37,TOPOLOGICAL,0.9062122533333328,0.9062122533333328
MolWt,COMPOSITIONAL,mose_path3,TOPOLOGICAL,0.9061790180361683,0.9061790180361683
MolWt,COMPOSITIONAL,AUTOCORR2D_25,TOPOLOGICAL,0.9060276082528406,0.9060276082528406
AUTOCORR2D_30,TOPOLOGICAL,Kappa1,TOPOLOGICAL,0.9059233465469393,0.9059233465469393
AUTOCORR2D_21,TOPOLOGICAL,AUTOCORR2D_33,TOPOLOGICAL,0.905898294147259,0.905898294147259
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_12,TOPOLOGICAL,0.905874844997417,0.905874844997417
AUTOCORR2D_21,TOPOLOGICAL,mose_path3,TOPOLOGICAL,0.9058602831125622,0.9058602831125622
AUTOCORR2D_14,TOPOLOGICAL,AUTOCORR2D_32,TOPOLOGICAL,0.9058542248081299,0.9058542248081299
AUTOCORR2D_36,TOPOLOGICAL,AUTOCORR2D_38,TOPOLOGICAL,0.9058444835567012,0.9058444835567012
AUTOCORR2D_22,TOPOLOGICAL,AUTOCORR2D_36,TOPOLOGICAL,0.9058174729522819,0.9058174729522819
AUTOCORR2D_25,TOPOLOGICAL,Chi1,TOPOLOGICAL,0.9057806324979684,0.9057806324979684
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_19,TOPOLOGICAL,0.9057738374602801,0.9057738374602801
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_28,TOPOLOGICAL,0.9057638143120974,0.9057638143120974
AUTOCORR2D_2,TOPOLOGICAL,AUTOCORR2D_10,TOPOLOGICAL,0.9057422744183822,0.9057422744183822
NumValenceElectrons,COMPOSITIONAL,abraham_V,ENERGETIC,0.9056397732059126,0.9056397732059126
AUTOCORR2D_20,TOPOLOGICAL,Kappa1,TOPOLOGICAL,0.9056269127381609,0.9056269127381609
AUTOCORR2D_28,TOPOLOGICAL,AUTOCORR2D_33,TOPOLOGICAL,0.9055899166014519,0.9055899166014519
AUTOCORR2D_12,TOPOLOGICAL,Chi1v,TOPOLOGICAL,0.9052605613980245,0.9052605613980245
AUTOCORR2D_28,TOPOLOGICAL,Kappa1,TOPOLOGICAL,0.905207100741102,0.905207100741102
NumValenceElectrons,COMPOSITIONAL,AUTOCORR2D_4,TOPOLOGICAL,0.9050899333787973,0.9050899333787973
Chi1n,TOPOLOGICAL,Kappa1,TOPOLOGICAL,0.9050137773001339,0.9050137773001339
Chi1,TOPOLOGICAL,Chi2n,TOPOLOGICAL,0.9048241063443032,0.9048241063443032
AUTOCORR2D_1,TOPOLOGICAL,AUTOCORR2D_25,TOPOLOGICAL,0.9048207578492578,0.9048207578492578
MolWt,COMPOSITIONAL,AUTOCORR2D_37,TOPOLOGICAL,0.9046939571651369,0.9046939571651369
AUTOCORR2D_24,TOPOLOGICAL,AUTOCORR2D_33,TOPOLOGICAL,0.9046433620156975,0.9046433620156975
MolWt,COMPOSITIONAL,AUTOCORR2D_19,TOPOLOGICAL,0.9045495220733476,0.9045495220733476
AUTOCORR2D_38,TOPOLOGICAL,abraham_E,ENERGETIC,0.9045419834035441,0.9045419834035441
AUTOCORR2D_13,TOPOLOGICAL,AUTOCORR2D_31,TOPOLOGICAL,0.9045339912983071,0.9045339912983071
AUTOCORR2D_4,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9045155375407776,0.9045155375407776
AUTOCORR2D_38,TOPOLOGICAL,AUTOCORR2D_70,TOPOLOGICAL,0.904395844101133,0.904395844101133
AUTOCORR2D_13,TOPOLOGICAL,AUTOCORR2D_35,TOPOLOGICAL,0.9043742150674396,0.9043742150674396
AUTOCORR2D_62,TOPOLOGICAL,AUTOCORR2D_63,TOPOLOGICAL,0.9043513510194706,0.9043513510194706
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_10,TOPOLOGICAL,0.9043220984645394,0.9043220984645394
AUTOCORR2D_13,TOPOLOGICAL,AUTOCORR2D_15,TOPOLOGICAL,0.9042870134508477,0.9042870134508477
mose_path3,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9042242703970194,0.9042242703970194
AUTOCORR2D_18,TOPOLOGICAL,AUTOCORR2D_28,TOPOLOGICAL,0.9042067083126911,0.9042067083126911
Chi2v,TOPOLOGICAL,abraham_E,ENERGETIC,0.9040477839907365,0.9040477839907365
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_34,TOPOLOGICAL,0.9040201812385246,0.9040201812385246
AUTOCORR2D_16,TOPOLOGICAL,Chi1n,TOPOLOGICAL,0.9040179489662955,0.9040179489662955
Chi0v,TOPOLOGICAL,Chi2n,TOPOLOGICAL,0.9039899672593494,0.9039899672593494
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_9,TOPOLOGICAL,0.9039737143998898,0.9039737143998898
AUTOCORR2D_36,TOPOLOGICAL,Kappa1,TOPOLOGICAL,0.9039293528829949,0.9039293528829949
AUTOCORR2D_22,TOPOLOGICAL,abraham_E,ENERGETIC,0.9039058087469947,0.9039058087469947
AUTOCORR2D_43,TOPOLOGICAL,AUTOCORR2D_44,TOPOLOGICAL,0.9038467295940059,0.9038467295940059
AUTOCORR2D_117,TOPOLOGICAL,AUTOCORR2D_133,TOPOLOGICAL,0.9037857846266155,0.9037857846266155
AUTOCORR2D_31,TOPOLOGICAL,AUTOCORR2D_87,TOPOLOGICAL,0.9036458649326014,0.9036458649326014
HeavyAtomMolWt,COMPOSITIONAL,Chi1v,TOPOLOGICAL,0.903632079950302,0.903632079950302
AUTOCORR2D_0,TOPOLOGICAL,Chi1v,TOPOLOGICAL,0.9035796686136208,0.9035796686136208
AUTOCORR2D_3,TOPOLOGICAL,AUTOCORR2D_9,TOPOLOGICAL,0.9034315537451838,0.9034315537451838
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_20,TOPOLOGICAL,0.9034164245754399,0.9034164245754399
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_26,TOPOLOGICAL,0.9033548080305973,0.9033548080305973
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_29,TOPOLOGICAL,0.9032877369201124,0.9032877369201124
Chi1v,TOPOLOGICAL,abraham_V,ENERGETIC,0.9032833680242297,0.9032833680242297
AUTOCORR2D_31,TOPOLOGICAL,AUTOCORR2D_71,TOPOLOGICAL,0.9032520924409999,0.9032520924409999
AUTOCORR2D_13,TOPOLOGICAL,mose_path3,TOPOLOGICAL,0.9031216445938643,0.9031216445938643
AUTOCORR2D_10,TOPOLOGICAL,BertzCT,TOPOLOGICAL,0.9030302500425834,0.9030302500425834
HeavyAtomMolWt,COMPOSITIONAL,mose_path3,TOPOLOGICAL,0.9030248917681479,0.9030248917681479
AUTOCORR2D_0,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9029708766859376,0.9029708766859376
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_25,TOPOLOGICAL,0.9029573966814674,0.9029573966814674
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_33,TOPOLOGICAL,0.9028750489942056,0.9028750489942056
AUTOCORR2D_32,TOPOLOGICAL,Chi1n,TOPOLOGICAL,0.9027100109597445,0.9027100109597445
AUTOCORR2D_66,TOPOLOGICAL,AUTOCORR2D_68,TOPOLOGICAL,0.9026992799504966,0.9026992799504966
NHOHCount,COMPOSITIONAL,abraham_A,ENERGETIC,0.9026469700864234,0.9026469700864234
AUTOCORR2D_20,TOPOLOGICAL,AUTOCORR2D_22,TOPOLOGICAL,0.9024987785979001,0.9024987785979001
AUTOCORR2D_28,TOPOLOGICAL,AUTOCORR2D_34,TOPOLOGICAL,0.9024634511188445,0.9024634511188445
AUTOCORR2D_9,TOPOLOGICAL,AUTOCORR2D_13,TOPOLOGICAL,0.902425224361511,0.902425224361511
AUTOCORR2D_29,TOPOLOGICAL,AUTOCORR2D_31,TOPOLOGICAL,0.9024223681798096,0.9024223681798096
AUTOCORR2D_16,TOPOLOGICAL,AUTOCORR2D_30,TOPOLOGICAL,0.9023729625551128,0.9023729625551128
AUTOCORR2D_22,TOPOLOGICAL,AUTOCORR2D_28,TOPOLOGICAL,0.9023669148848265,0.9023669148848265
AUTOCORR2D_89,TOPOLOGICAL,AUTOCORR2D_91,TOPOLOGICAL,0.9023429265509768,0.9023429265509768
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_9,TOPOLOGICAL,0.9022896323376215,0.9022896323376215
AUTOCORR2D_6,TOPOLOGICAL,AUTOCORR2D_47,TOPOLOGICAL,0.902274393195238,0.902274393195238
AUTOCORR2D_24,TOPOLOGICAL,mose_path4,TOPOLOGICAL,0.9021912960658884,0.9021912960658884
AUTOCORR2D_157,TOPOLOGICAL,AUTOCORR2D_165,TOPOLOGICAL,0.9021664892968538,0.9021664892968538
AUTOCORR2D_4,TOPOLOGICAL,mose_path3,TOPOLOGICAL,0.9019623847499292,0.9019623847499292
AUTOCORR2D_63,TOPOLOGICAL,AUTOCORR2D_86,TOPOLOGICAL,0.9018873782929779,0.9018873782929779
AUTOCORR2D_13,TOPOLOGICAL,AUTOCORR2D_19,TOPOLOGICAL,0.9018307371764247,0.9018307371764247
AUTOCORR2D_20,TOPOLOGICAL,AUTOCORR2D_38,TOPOLOGICAL,0.9018305085552389,0.9018305085552389
AUTOCORR2D_3,TOPOLOGICAL,AUTOCORR2D_33,TOPOLOGICAL,0.9018175810575906,0.9018175810575906
AUTOCORR2D_28,TOPOLOGICAL,AUTOCORR2D_38,TOPOLOGICAL,0.9018103831827857,0.9018103831827857
AUTOCORR2D_8,TOPOLOGICAL,Chi3n,TOPOLOGICAL,0.9017472469410884,0.9017472469410884
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_18,TOPOLOGICAL,0.9017368425363723,0.9017368425363723
AUTOCORR2D_21,TOPOLOGICAL,AUTOCORR2D_27,TOPOLOGICAL,0.9017347645133885,0.9017347645133885
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_18,TOPOLOGICAL,0.9017024869991066,0.9017024869991066
AUTOCORR2D_27,TOPOLOGICAL,AUTOCORR2D_37,TOPOLOGICAL,0.901426518016888,0.901426518016888
AUTOCORR2D_60,TOPOLOGICAL,AUTOCORR2D_61,TOPOLOGICAL,0.9012954557181384,0.9012954557181384
AUTOCORR2D_38,TOPOLOGICAL,AUTOCORR2D_87,TOPOLOGICAL,0.9011694429049005,0.9011694429049005
AUTOCORR2D_118,TOPOLOGICAL,AUTOCORR2D_134,TOPOLOGICAL,0.9011469624170004,0.9011469624170004
AUTOCORR2D_94,TOPOLOGICAL,AUTOCORR2D_95,TOPOLOGICAL,0.9011261939508849,0.9011261939508849
AUTOCORR2D_19,TOPOLOGICAL,AUTOCORR2D_25,TOPOLOGICAL,0.9010920152249479,0.9010920152249479
AUTOCORR2D_7,TOPOLOGICAL,AUTOCORR2D_13,TOPOLOGICAL,0.9010164683937039,0.9010164683937039
AUTOCORR2D_8,TOPOLOGICAL,Chi2n,TOPOLOGICAL,0.901007609738083,0.901007609738083
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_19,TOPOLOGICAL,0.9009506631257027,0.9009506631257027
MolWt,COMPOSITIONAL,AUTOCORR2D_18,TOPOLOGICAL,0.9008591086034717,0.9008591086034717
AUTOCORR2D_22,TOPOLOGICAL,AUTOCORR2D_71,TOPOLOGICAL,0.9007069301329799,0.9007069301329799
AUTOCORR2D_14,TOPOLOGICAL,Chi1n,TOPOLOGICAL,0.9006369582448687,0.9006369582448687
AUTOCORR2D_6,TOPOLOGICAL,abraham_E,ENERGETIC,0.9006337642909692,0.9006337642909692
AUTOCORR2D_55,TOPOLOGICAL,AUTOCORR2D_87,TOPOLOGICAL,0.9006036986802132,0.9006036986802132
AUTOCORR2D_14,TOPOLOGICAL,AUTOCORR2D_36,TOPOLOGICAL,0.900601913660047,0.900601913660047
AUTOCORR2D_0,TOPOLOGICAL,AUTOCORR2D_25,TOPOLOGICAL,0.9005019827167744,0.9005019827167744
AUTOCORR2D_26,TOPOLOGICAL,Chi0,TOPOLOGICAL,0.9004806795012524,0.9004806795012524
AUTOCORR2D_14,TOPOLOGICAL,AUTOCORR2D_95,TOPOLOGICAL,0.900399255959448,0.900399255959448
AUTOCORR2D_27,TOPOLOGICAL,Chi4v,TOPOLOGICAL,0.9003382868232688,0.9003382868232688
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_35,TOPOLOGICAL,0.9003289056355563,0.9003289056355563
AUTOCORR2D_6,TOPOLOGICAL,AUTOCORR2D_94,TOPOLOGICAL,0.9002654984080625,0.9002654984080625
AUTOCORR2D_2,TOPOLOGICAL,AUTOCORR2D_34,TOPOLOGICAL,0.9001567491137503,0.9001567491137503
AUTOCORR2D_46,TOPOLOGICAL,AUTOCORR2D_86,TOPOLOGICAL,0.9001361943051801,0.9001361943051801
AUTOCORR2D_6,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9000694806222342,0.9000694806222342
